Datum,Mahlzeit,Kalorien,Fett (g),Gesättigte Fettsäuren,Mehrfach ungesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Transfettsäuren,Cholesterin,Natrium (mg),Kalium,Kohlenhydrate (g),Ballaststoffe,Zucker,Eiweiß (g),Vitamin A,Vitamin C,Kalzium,Eisen,export_headers.note
2025-05-16,Frühstück,1869.1,65.5,11.4,0.0,0.0,0.0,0.0,0.3,520.8,131.5,3.8,25.2,153.6,0.0,0.0,0.0,0.0,
2025-05-17,Mittagessen,573.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.1,51.1,0.0,0.0,0.0,0.0,
2025-05-18,Frühstück,316.6,4.6,0.6,0.0,0.0,0.0,0.0,300.0,0.0,6.2,0.0,6.0,62.2,0.0,0.0,0.0,0.0,
2025-05-19,Frühstück,498.3,22.6,6.8,0.0,0.0,0.0,0.0,0.1,0.0,48.3,0.6,2.6,40.0,0.0,0.0,0.0,0.0,
2025-05-20,Frühstück,1959.6,78.7,25.8,0.0,0.0,0.0,0.0,370.1,0.0,146.4,7.4,9.7,175.3,0.0,0.0,0.0,0.0,
2025-05-21,Frühstück,2479.2,116.8,33.7,0.0,0.0,0.0,0.0,370.1,297.6,109.3,6.7,6.6,231.3,0.0,0.0,0.0,0.0,
2025-05-22,Frühstück,1060.3,30.0,17.6,0.0,0.0,0.0,0.0,3200.1,0.0,105.8,0.6,16.8,100.7,0.0,0.0,0.0,0.0,
2025-05-26,Abendessen,2163.8,94.0,32.9,0.0,0.0,0.0,0.0,3216.1,0.0,144.1,1.8,22.9,193.2,0.0,0.0,0.0,0.0,
2025-05-28,Frühstück,862.2,43.4,19.3,0.0,0.0,0.0,0.0,0.0,0.0,76.6,2.4,5.6,67.0,0.0,0.0,0.0,0.0,
2025-05-30,Frühstück,846.6,27.6,11.3,0.0,0.0,0.0,0.0,0.0,0.0,97.4,1.2,3.0,64.2,0.0,0.0,0.0,0.0,
2025-06-02,Frühstück,2375.3,127.8,44.4,0.0,0.0,0.0,0.0,3200.1,0.0,130.6,0.6,25.7,183.8,0.0,0.0,0.0,0.0,
2025-06-03,Abendessen,654.9,3.8,1.3,0.0,0.0,0.0,0.0,1.8,446.4,37.6,3.1,4.8,76.3,0.0,0.0,0.0,0.0,
2025-06-03,Frühstück,1166.3,53.6,22.3,0.0,0.0,0.0,0.0,3200.0,0.0,58.2,0.6,18.7,118.1,0.0,0.0,0.0,0.0,
2025-06-04,Abendessen,204.9,5.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,0.9,35.1,0.0,0.0,0.0,0.0,
2025-06-04,Frühstück,1543.9,58.6,26.1,0.0,0.0,8.4,0.0,4400.0,595.2,65.8,4.4,16.9,146.0,0.0,0.0,0.0,0.0,
2025-06-05,Frühstück,2367.4,133.1,63.5,0.0,0.0,2.8,99.0,4018.0,178.6,86.5,14.4,28.8,208.7,0.0,0.0,0.0,0.0,
2025-06-06,Frühstück,1873.6,79.0,32.4,0.0,0.0,0.0,0.0,3200.0,0.0,54.4,1.2,16.8,245.0,0.0,0.0,0.0,0.0,
2025-06-07,Frühstück,1969.4,74.6,32.6,1.6,8.2,0.0,71.2,5272.6,1341.2,164.4,16.0,27.2,172.4,0.0,23.8,16.2,37.6,
2025-06-10,Frühstück,908.9,43.6,20.2,0.0,0.0,0.0,0.0,0.0,0.0,90.7,1.8,4.2,57.0,0.0,0.0,0.0,0.0,
2025-06-11,Frühstück,1665.6,52.8,21.1,0.0,0.0,0.0,0.0,4100.0,858.0,125.4,1.8,34.0,165.4,12.0,30.0,3.0,9.0,
2025-06-12,Frühstück,429.3,19.1,7.3,0.0,0.0,0.0,0.0,0.0,0.0,19.6,0.6,1.4,50.5,0.0,0.0,0.0,0.0,
2025-06-13,Frühstück,822.0,27.8,14.1,0.0,0.0,0.0,0.0,3200.1,0.0,24.6,0.0,23.8,117.0,0.0,0.0,0.0,0.0,
2025-06-14,Frühstück,354.6,16.2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.2,2.8,27.0,0.0,0.0,0.0,0.0,
2025-06-16,Frühstück,1241.7,38.8,12.1,0.0,0.0,0.0,0.0,450.0,223.2,15.5,1.4,2.5,187.8,0.0,0.0,0.0,0.0,
2025-06-17,Frühstück,1451.1,37.9,8.2,8.1,3.1,0.3,38.4,846.0,607.0,81.6,6.9,43.4,180.1,81.8,131.9,6.9,12.7,
2025-06-18,Frühstück,1515.9,68.3,31.4,0.7,5.8,0.0,0.0,2412.5,0.0,11.9,0.0,10.5,209.1,0.9,0.0,0.0,0.0,
2025-06-19,Mittagessen,1485.6,29.9,10.1,0.0,0.0,0.0,0.0,1792.7,0.0,76.7,0.0,28.4,222.0,0.0,0.0,0.0,0.0,
2025-06-20,Mittagessen,905.0,24.8,9.2,0.0,0.0,0.0,0.0,1600.2,0.0,62.2,0.0,29.7,107.1,0.0,0.0,0.0,0.0,
2025-06-21,Frühstück,279.5,15.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,30.7,1.6,0.6,6.6,0.0,0.0,0.0,0.0,
2025-06-24,Mittagessen,1018.9,34.7,18.8,0.0,0.0,0.0,0.0,3200.1,0.0,78.1,1.2,26.9,110.7,0.0,0.0,0.0,0.0,
2025-06-25,Frühstück,810.3,20.0,11.8,0.0,0.0,0.0,0.0,3200.1,0.0,45.0,0.0,29.0,111.1,0.0,0.0,0.0,0.0,
2025-06-27,Frühstück,1616.5,60.0,27.6,4.8,12.8,0.0,0.0,3923.9,786.8,98.7,1.8,36.6,151.3,0.0,2.2,24.0,46.8,
2025-06-27,Mittagessen,111.0,7.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,8.6,1.7,0.0,0.0,0.0,0.0,
2025-07-01,Frühstück,687.5,34.3,24.8,0.0,0.0,0.0,0.0,235.5,0.0,22.6,0.0,22.6,71.0,0.0,0.0,33.0,0.0,
2025-07-01,Mittagessen,1047.3,26.6,3.7,0.5,0.1,0.0,0.0,156.0,290.0,84.9,10.6,25.2,120.6,2.0,130.0,5.0,8.0,
2025-07-03,Frühstück,1092.0,29.9,19.2,0.0,0.0,0.0,0.0,3514.2,0.0,34.2,0.0,33.7,168.2,0.0,0.0,44.0,0.0,
2025-07-04,Frühstück,1222.5,31.5,19.4,0.0,0.0,0.0,0.0,3514.2,0.0,34.2,0.0,33.7,196.0,0.0,0.0,44.0,0.0,
2025-07-05,Frühstück,1176.5,31.6,20.5,0.0,0.0,0.0,0.0,4957.0,0.0,37.1,1.0,21.1,183.4,0.0,0.0,22.0,0.0,
2025-07-06,Frühstück,354.0,20.4,13.8,0.0,0.0,0.0,0.0,1914.0,0.0,7.2,0.0,7.2,35.2,0.0,0.0,44.0,0.0,
2025-07-10,Frühstück,794.6,44.2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1.2,32.8,37.0,0.0,0.0,0.0,0.0,
2025-07-24,Frühstück,845.5,21.6,13.3,0.0,0.0,0.0,0.0,393.5,0.0,98.1,2.6,10.4,42.8,0.0,0.0,0.0,0.0,
2025-07-24,Mittagessen,438.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,
2025-07-25,Frühstück,1043.9,19.7,11.6,0.0,0.0,0.0,0.0,3743.7,0.0,46.5,0.8,36.3,170.8,0.0,0.0,0.0,0.0,
2025-07-26,Frühstück,1036.3,20.6,11.3,0.0,0.0,0.0,0.0,3350.2,0.0,46.6,0.0,37.1,162.6,0.0,0.0,0.0,0.0,
2025-07-27,Frühstück,982.8,9.2,1.0,0.5,3.9,0.0,0.0,2225.2,0.0,75.6,0.0,29.9,140.1,0.6,0.0,0.0,0.0,
2025-07-28,Frühstück,1095.6,6.2,1.5,0.0,0.0,0.0,0.0,301.2,0.0,35.7,0.0,2.7,161.7,0.0,0.0,0.0,0.0,
2025-07-29,Frühstück,522.3,9.8,3.3,1.0,2.7,0.0,246.0,81.0,83.0,23.5,0.0,23.1,81.1,0.0,0.0,0.0,0.0,
2025-07-30,Frühstück,1158.6,28.0,28.0,1.0,2.7,0.0,246.0,331.2,226.0,78.3,0.3,21.3,144.8,2.0,5.0,0.5,1.5,
2025-07-31,Frühstück,1047.6,21.1,25.8,0.0,0.0,0.0,0.0,150.2,0.0,74.3,0.0,23.1,136.3,0.0,0.0,0.0,0.0,
2025-08-01,Frühstück,888.9,9.0,2.6,0.0,0.0,0.0,0.0,787.2,0.0,38.8,0.0,20.4,160.5,0.0,0.0,0.0,0.0,
2025-08-02,Frühstück,609.9,5.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,49.6,0.0,25.5,86.9,0.0,0.0,0.0,0.0,
2025-08-04,Frühstück,1083.6,19.5,2.9,0.0,0.0,0.0,0.0,2367.2,0.0,64.4,1.4,21.4,161.0,0.0,0.0,0.0,0.0,
2025-08-05,Abendessen,146.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,
2025-08-05,Frühstück,3207.5,136.2,60.8,0.0,0.0,0.0,0.0,9.9,0.0,345.5,2.8,60.8,174.7,0.0,0.0,0.0,0.0,
2025-08-05,Mittagessen,291.0,13.5,8.7,0.0,0.0,0.0,0.0,2.1,0.0,9.0,0.0,9.0,33.0,0.0,0.0,0.0,0.0,
2025-08-06,Frühstück,1858.0,28.9,2.9,3.5,1.3,0.1,17.4,177.5,42.6,212.9,10.7,34.7,187.9,36.3,0.8,0.9,2.1,
2025-08-07,Frühstück,2483.7,78.0,24.7,13.5,5.4,0.6,68.1,1480.8,243.0,280.9,19.6,92.3,189.7,141.6,3.3,3.3,8.4,
2025-08-08,Frühstück,2351.0,106.6,29.1,0.0,0.0,0.0,0.0,0.6,0.0,188.2,13.3,42.8,179.0,0.0,0.0,12.0,0.0,
2025-08-09,Frühstück,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,18.0,3.5,0.0,0.0,0.0,0.0,
2025-08-10,Frühstück,1857.5,72.5,1.2,0.0,0.0,0.0,0.0,590.2,0.0,179.5,10.8,22.2,122.7,0.0,0.0,0.0,0.0,
2025-08-11,Frühstück,304.5,3.7,2.3,0.0,0.0,0.0,0.0,0.0,0.0,40.5,0.0,9.9,26.9,0.0,0.0,0.0,0.0,
2025-08-23,Frühstück,320.0,14.5,11.4,0.0,0.0,0.0,0.0,0.6,0.0,29.7,0.8,3.0,26.5,0.0,0.0,0.0,0.0,
2025-08-26,Frühstück,2436.8,43.8,13.2,2.0,1.1,0.0,0.0,150.2,148.8,298.0,7.1,24.1,204.7,0.0,0.0,0.0,0.0,
2025-08-27,Abendessen,1369.3,26.0,0.8,0.0,0.0,0.0,0.0,150.2,0.0,149.4,9.5,27.3,133.3,0.0,0.0,0.0,0.0,
2025-08-27,Frühstück,144.0,5.5,2.8,0.0,0.0,0.0,0.0,0.1,0.0,14.0,0.0,1.2,13.0,0.0,0.0,0.0,0.0,
2025-08-27,Mittagessen,636.3,9.1,5.8,0.0,0.0,0.0,0.0,1600.0,0.0,103.6,0.0,7.4,34.1,0.0,0.0,0.0,0.0,
2025-08-28,Frühstück,988.3,27.1,23.0,0.0,0.0,0.0,0.0,1601.0,0.0,135.0,1.6,11.0,61.1,0.0,0.0,0.0,0.0,
2025-08-29,Abendessen,1151.2,26.0,4.3,9.0,3.6,0.4,45.4,461.0,110.8,170.5,1.8,52.5,61.5,94.4,2.2,2.2,5.6,
2025-08-29,Frühstück,752.0,34.0,28.0,0.0,0.0,0.0,0.0,3201.0,0.0,45.4,1.6,17.6,77.0,0.0,0.0,0.0,0.0,
2025-08-29,Mittagessen,495.9,5.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,95.9,0.0,12.3,16.3,0.0,0.0,0.0,0.0,
2025-08-30,Frühstück,781.3,33.0,18.6,9.0,3.6,0.4,45.4,462.0,110.8,104.0,3.4,43.8,32.2,94.4,2.2,2.2,5.6,
2025-08-31,Abendessen,722.0,34.5,6.8,0.3,2.4,0.0,25.8,465.3,2.7,27.0,0.0,6.2,71.3,0.0,0.0,0.0,0.0,
2025-08-31,Frühstück,388.3,6.6,2.7,0.0,0.0,0.0,0.0,150.0,0.0,44.8,5.0,10.7,39.7,0.0,0.0,0.0,0.0,
2025-08-31,Mittagessen,1175.0,59.9,5.6,0.0,0.0,0.0,0.0,0.0,0.0,115.1,2.5,11.4,45.7,0.0,0.0,0.0,0.0,
2025-09-01,Frühstück,988.3,27.1,23.0,0.0,0.0,0.0,0.0,1601.0,0.0,135.0,1.6,11.0,61.1,0.0,0.0,0.0,0.0,
2025-09-01,Mittagessen,1585.9,38.8,11.2,0.5,3.5,0.0,38.7,398.2,4.1,194.5,14.5,69.0,122.3,0.0,0.0,0.0,0.0,
2025-09-02,Frühstück,484.6,12.8,3.3,2.4,0.2,0.0,0.0,151.6,40.7,53.8,11.9,11.1,43.3,0.0,0.4,8.9,7.4,
2025-09-02,Mittagessen,1685.0,17.4,6.2,0.0,0.0,0.0,83.4,151.8,0.0,222.9,12.0,46.7,165.6,0.0,0.0,0.0,0.0,
2025-09-03,Frühstück,2129.5,29.5,10.0,2.4,0.2,0.0,0.0,1901.8,40.7,277.5,25.7,70.4,200.4,0.0,0.4,10.2,9.0,
2025-09-04,Frühstück,2094.5,38.1,8.8,4.4,1.3,0.0,0.0,151.6,40.7,268.5,16.3,43.4,175.0,0.0,0.4,8.9,7.4,
2025-09-05,Mittagessen,1241.7,30.9,10.9,3.4,0.7,0.0,0.0,1751.6,40.7,146.4,16.9,18.6,103.5,0.0,0.4,8.9,7.4,
2025-09-05,Snacks,989.3,13.3,5.8,0.0,0.0,0.0,0.0,1600.0,0.0,128.6,0.0,7.4,85.9,0.0,0.0,0.0,0.0,
2025-09-06,Abendessen,1181.0,17.6,1.6,0.0,0.0,0.0,0.0,0.2,372.0,117.4,11.8,26.7,106.3,0.0,0.0,0.0,0.0,
2025-09-06,Frühstück,1072.3,18.8,8.8,0.0,0.0,0.0,0.0,1750.0,0.0,153.2,8.5,18.3,75.7,0.0,0.1,2.6,3.2,
2025-09-07,Frühstück,1040.5,34.4,18.2,0.0,0.0,0.0,0.0,1808.0,0.0,119.4,3.8,50.5,62.3,0.0,0.0,0.0,0.0,
2025-09-08,Abendessen,516.0,18.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,58.8,0.0,0.0,0.0,0.0,
2025-09-08,Frühstück,1681.9,25.5,17.1,0.0,0.0,0.0,0.0,1900.5,0.0,247.8,5.8,20.5,121.1,0.0,0.0,0.0,0.0,
2025-09-09,Frühstück,2378.9,49.6,26.4,0.0,0.0,0.0,0.0,3500.0,0.0,296.9,5.0,43.6,184.4,0.0,0.0,0.0,0.0,
2025-09-10,Frühstück,2473.4,54.0,14.5,0.0,0.0,0.0,0.0,1900.0,0.0,323.9,8.1,64.5,167.9,0.0,0.0,0.0,0.0,
2025-09-11,Frühstück,2330.3,39.2,9.0,0.0,0.0,0.0,0.0,1900.2,0.0,307.3,9.8,69.5,184.9,0.0,0.0,0.0,0.0,
2025-09-12,Frühstück,2191.1,29.8,3.7,0.0,0.0,0.0,0.0,900.2,0.0,317.1,18.3,63.9,171.4,0.0,0.0,0.0,0.0,
2025-09-13,Frühstück,789.3,16.5,7.5,0.0,0.0,0.0,0.0,150.0,0.0,68.3,9.7,17.2,100.7,0.0,0.0,0.0,0.0,
2025-09-13,Snacks,232.0,11.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,
2025-09-15,Frühstück,1919.4,21.4,9.3,0.0,0.0,0.0,0.0,1900.2,0.0,241.3,14.5,68.4,192.8,0.0,0.0,0.0,0.0,
2025-09-16,Abendessen,463.4,17.1,0.0,0.0,0.0,0.0,0.0,0.0,446.4,32.6,2.7,0.0,8.1,0.0,0.0,0.0,0.0,
2025-09-16,Frühstück,710.8,18.4,7.4,0.0,0.0,0.0,0.0,297.5,0.0,84.5,6.4,12.3,57.5,0.0,0.0,0.0,0.0,
2025-09-16,Mittagessen,1028.3,11.2,5.9,0.0,0.0,0.0,0.0,1600.2,0.0,135.0,4.5,33.8,95.5,0.0,0.0,0.0,0.0,
2025-09-16,Snacks,317.0,6.8,2.1,0.0,0.0,0.0,0.0,0.3,0.0,42.2,4.5,2.1,23.3,0.0,0.0,0.0,0.0,
2025-09-17,Mittagessen,1694.1,43.7,10.3,0.0,0.0,0.0,0.0,1752.8,148.8,146.5,18.7,49.2,169.6,0.0,0.0,0.0,0.0,
2025-09-17,Snacks,291.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.1,8.1,7.5,5.0,0.0,0.0,0.0,0.0,
2025-09-20,Frühstück,529.1,12.7,5.4,0.0,0.0,0.0,0.0,442.5,0.0,73.1,9.6,3.6,46.1,0.0,0.0,0.0,0.0,
2025-09-21,Frühstück,1146.1,50.8,10.4,0.0,0.0,0.0,0.0,2042.5,0.0,80.4,4.3,8.7,96.0,0.0,0.0,0.0,0.0,
2025-09-22,Frühstück,1085.5,21.6,17.3,0.0,0.0,0.0,0.0,0.4,0.0,101.3,4.3,39.8,119.6,0.0,0.0,0.0,0.0,
2025-09-23,Frühstück,1015.3,20.6,17.1,0.0,0.0,0.0,0.0,150.2,0.0,89.3,3.3,39.9,116.6,0.0,0.0,0.0,0.0,
2025-09-24,Frühstück,913.0,20.5,17.1,0.0,0.0,0.0,0.0,225.2,0.0,89.9,3.3,40.6,90.4,0.0,0.0,0.0,0.0,
2025-09-24,Mittagessen,56.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,13.7,3.3,10.4,0.4,0.0,0.0,0.0,0.0,
2025-09-25,Abendessen,545.4,27.3,13.8,0.0,0.0,0.0,0.0,24.0,372.0,20.6,2.3,1.3,24.1,0.0,0.0,0.0,0.0,
2025-09-25,Frühstück,852.8,18.6,10.8,0.0,0.0,0.0,0.0,150.2,0.0,70.6,3.3,59.3,99.3,0.0,0.0,0.0,0.0,
2025-09-26,Frühstück,1015.7,35.1,19.6,0.0,0.0,0.0,0.0,24.6,74.4,84.2,5.8,51.0,83.9,0.0,0.0,0.0,0.0,
2025-09-26,Snacks,1618.6,45.3,25.9,0.0,0.0,0.0,0.0,175.7,68.0,154.1,4.7,60.6,65.0,0.0,0.0,0.0,0.0,
2025-10-01,Frühstück,1901.7,29.7,4.7,1.8,15.4,0.0,62.0,267.0,809.6,255.1,18.8,52.7,139.9,30.5,188.0,11.6,16.0,
2025-10-17,Frühstück,876.3,8.8,1.6,0.0,0.0,0.0,0.0,150.2,0.0,103.0,13.2,31.1,100.1,0.0,0.0,0.0,0.0,
2025-10-22,Frühstück,848.3,8.7,1.5,0.0,0.0,0.0,0.0,150.2,0.0,96.2,11.6,25.9,99.9,0.0,0.0,0.0,0.0,
2025-10-27,Frühstück,1219.7,46.4,19.6,0.9,0.3,0.0,0.0,241.4,713.7,102.6,15.5,22.6,97.8,32.0,263.6,11.8,16.3,
2025-10-28,Frühstück,2686.0,71.2,26.2,0.0,0.0,0.0,0.0,464.1,0.0,367.1,28.2,96.0,155.0,0.0,0.0,0.0,0.0,
2025-10-29,Frühstück,2012.0,47.5,17.7,0.0,0.0,0.0,0.0,150.2,0.0,248.4,9.8,64.0,151.2,0.0,0.0,0.0,0.0,
2025-10-30,Frühstück,1650.6,34.7,11.0,6.9,2.7,0.3,34.9,558.8,85.2,217.9,13.5,80.5,125.2,72.5,1.7,1.7,4.3,
2025-10-31,Frühstück,1898.0,22.3,10.0,0.0,0.0,0.0,0.0,210.2,0.0,276.6,5.8,77.6,145.6,0.0,0.0,0.0,0.0,
2025-11-01,Frühstück,2155.7,59.0,12.7,5.2,1.1,0.1,24.4,382.4,373.7,279.2,15.4,129.6,127.1,29.0,0.7,8.7,12.7,
2025-11-02,Frühstück,1601.5,26.0,3.2,2.4,0.0,0.0,0.0,150.2,34.5,218.8,8.9,50.2,121.7,0.0,0.0,0.0,0.0,
2025-11-03,Abendessen,993.6,72.3,34.8,0.0,0.0,0.0,0.0,5.6,0.0,30.3,0.0,5.2,52.7,0.0,0.0,0.0,0.0,
2025-11-03,Frühstück,517.5,13.6,3.2,5.2,2.0,0.2,26.2,415.9,63.9,63.1,3.5,32.3,38.9,54.4,1.3,1.3,3.2,
2025-11-03,Mittagessen,872.3,3.2,3.9,0.0,0.0,0.0,0.0,20.2,133.8,138.6,6.1,30.6,72.2,0.0,0.0,4.4,3.6,
2025-11-03,Snacks,106.0,6.0,4.0,0.0,0.0,0.0,0.0,0.1,0.0,10.8,0.0,7.4,1.2,0.0,0.0,0.0,0.0,
2025-11-04,Abendessen,1502.0,95.7,44.0,6.9,2.7,0.3,34.9,360.4,85.2,99.2,1.3,48.9,58.7,72.5,1.7,1.7,4.3,
2025-11-04,Frühstück,407.0,9.0,2.8,2.4,0.0,0.0,0.0,150.0,0.0,35.7,7.1,4.9,36.2,0.0,0.0,1.0,0.0,
2025-11-04,Mittagessen,1005.9,12.8,2.9,0.0,0.0,0.0,0.0,14.1,93.1,146.6,6.8,40.2,76.5,0.0,0.0,3.0,2.5,
2025-11-05,Abendessen,1077.4,55.9,6.1,0.0,0.0,0.0,26.6,0.0,446.4,63.7,4.1,10.8,40.8,0.0,0.0,0.0,0.0,
2025-11-05,Frühstück,245.6,5.1,0.7,2.4,0.0,0.0,0.0,150.0,0.0,21.4,5.6,0.8,31.5,0.0,0.0,0.0,0.0,
2025-11-05,Mittagessen,865.3,3.2,3.9,0.0,0.0,0.0,0.0,20.2,133.8,136.9,6.1,30.6,72.1,0.0,0.0,4.4,3.6,
2025-11-05,Snacks,185.0,3.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,29.1,1.6,0.6,10.4,0.0,0.0,0.0,0.0,
2025-11-06,Frühstück,245.6,5.1,0.7,2.4,0.0,0.0,0.0,150.0,0.0,21.4,5.6,0.8,31.5,0.0,0.0,0.0,0.0,
2025-11-06,Snacks,1694.9,21.6,10.5,0.0,0.0,0.0,0.0,919.2,133.8,255.0,16.6,38.7,122.8,0.0,0.0,4.4,3.6,
2025-11-07,Snacks,778.2,29.2,0.7,2.4,0.0,0.0,0.0,150.1,0.0,96.0,9.4,48.2,38.6,0.0,0.0,0.0,0.0,
2025-11-08,Frühstück,927.6,20.4,11.6,2.4,0.0,0.0,5.0,239.2,0.0,94.4,11.3,62.8,93.9,0.0,0.0,2.6,4.0,
2025-11-10,Frühstück,2369.6,66.6,26.6,2.4,0.0,14.0,5.0,2205.2,133.8,249.7,14.3,57.9,194.3,0.0,0.1,9.6,10.8,
2025-11-11,Frühstück,3240.3,109.3,58.1,0.0,0.0,0.0,7.5,1542.9,133.8,369.0,14.1,145.6,188.8,0.0,0.0,8.3,9.6,
2025-11-11,Snacks,387.3,11.2,3.0,2.4,0.0,0.0,0.0,150.0,0.0,36.0,9.1,10.8,40.2,0.0,0.1,2.6,3.2,
2025-11-12,Abendessen,750.0,13.4,3.8,0.0,0.0,0.0,0.0,100.0,0.0,105.0,7.8,7.2,59.4,0.0,0.0,0.0,0.0,
2025-11-12,Snacks,1515.8,36.6,15.2,2.4,0.0,0.0,0.0,166.2,107.0,174.2,19.9,43.2,134.0,0.0,0.1,6.1,6.1,
2025-11-13,Abendessen,1069.5,29.4,9.3,0.0,0.0,0.0,0.0,100.0,0.0,137.3,9.8,7.2,72.4,0.0,0.0,0.0,0.0,
2025-11-13,Mittagessen,1146.6,14.4,6.4,2.4,0.0,0.0,0.0,16.2,107.0,154.3,14.6,40.7,104.0,0.0,0.1,6.1,6.1,
2025-11-13,Snacks,244.5,13.2,8.9,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,21.0,4.9,0.0,0.0,0.0,0.0,
2025-11-14,Frühstück,705.0,4.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,151.2,8.0,20.8,20.8,0.0,0.0,0.0,0.0,
2025-11-14,Mittagessen,1576.3,41.3,19.4,2.4,0.0,0.0,0.0,166.2,107.0,177.0,24.0,46.3,133.2,0.0,0.1,6.1,6.1,
2025-11-14,Snacks,325.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,53.0,0.0,0.0,0.0,0.0,
2025-11-15,Frühstück,2939.8,104.9,51.3,2.4,0.0,0.0,5.0,186.4,0.0,356.0,11.1,51.8,77.3,0.0,0.1,10.2,7.2,
2025-11-17,Frühstück,2664.1,56.9,21.6,5.0,0.3,0.0,29.0,170.2,134.0,362.5,22.5,118.5,181.5,0.0,0.1,6.1,6.1,
2025-11-18,Frühstück,279.1,11.0,3.0,2.4,0.0,0.0,0.0,0.0,0.0,35.4,9.1,10.2,14.2,0.0,0.1,2.6,3.2,
2025-11-18,Snacks,1910.2,37.1,21.4,0.0,0.0,0.0,0.0,6.0,595.2,118.1,12.1,54.2,226.2,0.0,0.0,0.0,0.0,
2025-11-19,Frühstück,2351.4,51.4,12.0,2.4,0.0,0.0,0.0,200.7,297.6,248.6,19.0,59.0,207.4,0.0,0.1,2.6,3.2,
2025-11-20,Frühstück,2665.6,82.9,8.5,3.2,4.0,0.0,30.2,349.0,865.8,207.9,16.8,35.2,210.9,0.1,0.6,3.3,5.4,
2025-11-21,Frühstück,2912.2,68.2,34.2,2.4,0.0,0.0,0.0,103.5,744.0,334.0,24.4,84.6,175.8,0.0,0.1,2.6,3.2,
2025-11-22,Frühstück,1113.2,19.5,0.7,0.0,0.0,0.0,0.0,150.2,0.0,120.6,8.1,32.5,115.0,0.0,0.0,0.0,0.0,
2025-11-24,Frühstück,1988.4,35.3,9.5,2.4,2.0,0.0,0.0,17.1,153.4,271.5,24.9,51.9,160.6,0.0,2.7,6.8,6.5,
2025-11-25,Frühstück,2459.2,31.9,11.3,2.4,1.8,0.0,0.0,268.8,125.6,341.3,26.9,51.2,210.6,0.0,2.3,6.0,5.9,
2025-11-26,Frühstück,2201.2,42.3,11.9,2.4,2.0,0.0,0.0,69.2,147.0,315.3,28.4,58.3,154.2,0.0,2.1,6.6,6.6,
2025-11-28,Frühstück,2910.1,67.1,34.6,2.4,0.0,0.0,0.0,17.9,107.0,390.4,27.8,58.6,192.4,0.0,0.1,6.1,6.1,
2025-12-01,Frühstück,2139.7,42.8,21.9,3.9,6.0,0.0,0.0,137.2,544.0,270.7,24.0,48.5,167.5,0.0,0.1,14.1,22.5,
2025-12-02,Frühstück,1547.2,16.8,7.1,2.4,0.0,0.0,0.0,63.4,107.0,225.3,23.1,74.9,132.9,0.0,0.1,6.1,6.1,
2025-12-03,Frühstück,2481.6,61.1,36.6,2.4,0.0,0.0,66.9,1727.9,107.0,297.2,26.8,63.9,194.2,0.0,0.1,6.1,6.1,
2025-12-04,Frühstück,2306.1,34.4,17.0,2.4,0.0,0.0,44.6,1157.0,107.0,323.8,28.5,57.2,191.4,0.0,0.1,6.1,6.1,
2025-12-05,Frühstück,1636.5,17.6,7.3,2.4,0.0,0.0,0.0,63.4,107.0,236.6,25.9,76.1,143.2,0.0,0.1,6.1,6.1,
2025-12-09,Mittagessen,957.0,5.0,3.6,0.0,0.0,0.0,0.0,16.2,107.0,141.0,14.9,35.3,92.4,0.0,0.0,3.5,2.9,
2025-12-10,Frühstück,1195.8,8.7,6.0,0.0,0.0,0.0,0.0,16.2,107.0,152.8,14.9,45.1,131.2,0.0,0.0,3.5,2.9,
2025-12-11,Frühstück,381.5,3.3,1.8,0.0,0.0,0.0,0.0,204.0,0.0,44.4,0.0,2.4,41.5,0.0,0.0,0.0,0.0,
