Datum,Training,Typ,Kalorien aus Training,Minuten für dieses Training,Serien,Wdh. pro Serie,Kilogramm,Schritte,export_headers.note
2024-04-17,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,186.0,20,,,,,
2024-04-17,Krafttraining (Gewichtheben),Ausdauer,530.0,73,,,,,
2024-04-17,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,9083,
2024-04-18,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,179.0,20,,,,,
2024-04-18,Krafttraining (Gewichtheben),Ausdauer,418.0,58,,,,,
2024-04-18,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2887,
2024-04-19,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,175.0,20,,,,,
2024-04-19,Krafttraining (Gewichtheben),Ausdauer,510.0,81,,,,,
2024-04-19,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2156,
2024-04-20,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,184.0,20,,,,,
2024-04-20,Krafttraining (Gewichtheben),Ausdauer,397.0,52,,,,,
2024-04-20,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4224,
2024-04-21,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,176.0,36,,,,,
2024-04-21,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,156.0,32,,,,,
2024-04-21,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4276,
2024-04-22,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,220.0,25,,,,,
2024-04-22,Krafttraining (Gewichtheben),Ausdauer,414.0,66,,,,,
2024-04-22,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5221,
2024-04-23,"""Gehen, 9 Min. pro km, sehr zügiger Gang""",Ausdauer,312.0,44,,,,,
2024-04-23,Krafttraining (Gewichtheben),Ausdauer,440.0,70,,,,,
2024-04-23,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3060,
2024-04-24,Krafttraining (Gewichtheben),Ausdauer,409.0,68,,,,,
2024-04-24,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3106,
2024-04-25,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,224.0,25,,,,,
2024-04-25,Krafttraining (Gewichtheben),Ausdauer,462.0,69,,,,,
2024-04-26,Krafttraining (Gewichtheben),Ausdauer,359.0,61,,,,,
2024-04-29,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,245.0,30,,,,,
2024-04-29,Krafttraining (Gewichtheben),Ausdauer,367.0,63,,,,,
2024-04-30,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,258.0,30,,,,,
2024-04-30,Krafttraining (Gewichtheben),Ausdauer,416.0,74,,,,,
2024-05-01,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,322.0,54,,,,,
2024-05-02,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,236.0,45,,,,,
2024-05-02,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,174.0,20,,,,,
2024-05-02,Krafttraining (Gewichtheben),Ausdauer,385.0,70,,,,,
2024-05-03,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,292.0,30,,,,,
2024-05-03,Krafttraining (Gewichtheben),Ausdauer,392.0,68,,,,,
2024-05-04,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,323.0,30,,,,,
2024-05-04,Krafttraining (Gewichtheben),Ausdauer,501.0,67,,,,,
2024-05-06,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,289.0,30,,,,,
2024-05-06,Krafttraining (Gewichtheben),Ausdauer,378.0,63,,,,,
2024-05-07,MFP iOS calorie adjustment,Ausdauer,11.0,1,,,,1645,
2024-05-08,Krafttraining (Gewichtheben),Ausdauer,381.0,66,,,,,
2024-05-08,MFP iOS calorie adjustment,Ausdauer,1.0,1,,,,10010,
2024-05-09,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,199.0,42,,,,,
2024-05-09,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,108.0,22,,,,,
2024-05-09,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5004,
2024-05-10,Krafttraining (Gewichtheben),Ausdauer,403.0,83,,,,,
2024-05-10,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,6343,
2024-05-11,MFP iOS calorie adjustment,Ausdauer,55.0,1,,,,5079,
2024-05-12,Krafttraining (Gewichtheben),Ausdauer,322.0,60,,,,,
2024-05-12,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1883,
2024-05-13,Crosstrainer,Ausdauer,272.0,30,,,,,
2024-05-13,Krafttraining (Gewichtheben),Ausdauer,549.0,91,,,,,
2024-05-13,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5845,
2024-05-14,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,260.0,31,,,,,
2024-05-14,Krafttraining (Gewichtheben),Ausdauer,359.0,61,,,,,
2024-05-14,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3523,
2024-05-15,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,176.0,20,,,,,
2024-05-15,Krafttraining (Gewichtheben),Ausdauer,484.0,77,,,,,
2024-05-15,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,8042,
2024-05-16,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,347.0,31,,,,,
2024-05-16,Krafttraining (Gewichtheben),Ausdauer,601.0,87,,,,,
2024-05-16,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,12068,
2024-05-17,Crosstrainer,Ausdauer,177.0,15,,,,,
2024-05-17,Krafttraining (Gewichtheben),Ausdauer,412.0,70,,,,,
2024-05-17,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3953,
2024-05-18,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,832.0,173,,,,,
2024-05-18,MFP iOS calorie adjustment,Ausdauer,15.0,1,,,,24389,
2024-05-19,MFP iOS calorie adjustment,Ausdauer,70.0,1,,,,3999,
2024-05-20,"""Wandern, im Gelände""",Ausdauer,323.0,73,,,,,
2024-05-20,Krafttraining (Gewichtheben),Ausdauer,349.0,62,,,,,
2024-05-20,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,687,
2024-05-21,Krafttraining (Gewichtheben),Ausdauer,330.0,60,,,,,
2024-05-21,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,7834,
2024-05-22,Krafttraining (Gewichtheben),Ausdauer,570.0,74,,,,,
2024-05-22,MFP iOS calorie adjustment,Ausdauer,140.0,1,,,,19191,
2024-05-23,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,316.0,30,,,,,
2024-05-23,Krafttraining (Gewichtheben),Ausdauer,430.0,66,,,,,
2024-05-23,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,9334,
2024-05-24,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,309.0,30,,,,,
2024-05-24,Krafttraining (Gewichtheben),Ausdauer,497.0,94,,,,,
2024-05-24,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2517,
2024-05-25,Krafttraining (Gewichtheben),Ausdauer,295.0,49,,,,,
2024-05-25,MFP iOS calorie adjustment,Ausdauer,79.0,1,,,,11182,
2024-05-26,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,419.0,66,,,,,
2024-05-26,MFP iOS calorie adjustment,Ausdauer,39.0,1,,,,8643,
2024-05-27,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,333.0,30,,,,,
2024-05-27,Krafttraining (Gewichtheben),Ausdauer,383.0,54,,,,,
2024-05-27,MFP iOS calorie adjustment,Ausdauer,104.0,1,,,,21700,
2024-05-28,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,343.0,30,,,,,
2024-05-28,Krafttraining (Gewichtheben),Ausdauer,502.0,83,,,,,
2024-05-28,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,7373,
2024-05-29,Krafttraining (Gewichtheben),Ausdauer,427.0,65,,,,,
2024-05-29,MFP iOS calorie adjustment,Ausdauer,212.0,1,,,,23635,
2024-05-30,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,281.0,30,,,,,
2024-05-30,Krafttraining (Gewichtheben),Ausdauer,368.0,58,,,,,
2024-05-30,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,9799,
2024-05-31,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,291.0,30,,,,,
2024-05-31,Krafttraining (Gewichtheben),Ausdauer,443.0,73,,,,,
2024-05-31,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,15052,
2024-06-01,MFP iOS calorie adjustment,Ausdauer,34.0,1,,,,2660,
2024-06-02,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,49,
2024-06-03,"""Laufen (Joggen), 11,3 km/h (5,3 Min. pro km)""",Ausdauer,394.0,30,,,,,
2024-06-03,Krafttraining (Gewichtheben),Ausdauer,443.0,66,,,,,
2024-06-03,MFP iOS calorie adjustment,Ausdauer,30.0,1,,,,16738,
2024-06-04,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,267.0,30,,,,,
2024-06-04,Krafttraining (Gewichtheben),Ausdauer,348.0,58,,,,,
2024-06-04,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,7679,
2024-06-05,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,133.0,15,,,,,
2024-06-05,Krafttraining (Gewichtheben),Ausdauer,461.0,74,,,,,
2024-06-05,MFP iOS calorie adjustment,Ausdauer,85.0,1,,,,17340,
2024-06-06,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,255.0,31,,,,,
2024-06-06,Krafttraining (Gewichtheben),Ausdauer,418.0,76,,,,,
2024-06-06,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5736,
2024-06-07,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,290.0,30,,,,,
2024-06-07,Krafttraining (Gewichtheben),Ausdauer,418.0,65,,,,,
2024-06-07,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5489,
2024-06-08,MFP iOS calorie adjustment,Ausdauer,100.0,1,,,,7787,
2024-06-09,MFP iOS calorie adjustment,Ausdauer,20.0,1,,,,1197,
2024-06-10,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,276.0,30,,,,,
2024-06-10,Krafttraining (Gewichtheben),Ausdauer,423.0,78,,,,,
2024-06-10,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3471,
2024-06-11,"""Laufen (Joggen), 10,7 km/h (5,6 Min. pro km)""",Ausdauer,358.0,30,,,,,
2024-06-11,Krafttraining (Gewichtheben),Ausdauer,520.0,87,,,,,
2024-06-11,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,7530,
2024-06-12,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,267.0,30,,,,,
2024-06-12,Krafttraining (Gewichtheben),Ausdauer,472.0,88,,,,,
2024-06-12,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4637,
2024-06-13,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,322.0,30,,,,,
2024-06-13,Krafttraining (Gewichtheben),Ausdauer,576.0,88,,,,,
2024-06-13,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4473,
2024-06-14,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,276.0,30,,,,,
2024-06-14,Krafttraining (Gewichtheben),Ausdauer,431.0,82,,,,,
2024-06-14,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4333,
2024-06-15,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,307.0,31,,,,,
2024-06-15,Krafttraining (Gewichtheben),Ausdauer,446.0,69,,,,,
2024-06-15,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,6580,
2024-06-16,MFP iOS calorie adjustment,Ausdauer,19.0,1,,,,1458,
2024-06-17,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,282.0,30,,,,,
2024-06-17,Krafttraining (Gewichtheben),Ausdauer,601.0,85,,,,,
2024-06-17,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5207,
2024-06-18,Krafttraining (Gewichtheben),Ausdauer,347.0,74,,,,,
2024-06-18,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2835,
2024-06-19,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,481.0,61,,,,,
2024-06-19,Krafttraining (Gewichtheben),Ausdauer,433.0,71,,,,,
2024-06-19,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5026,
2024-06-20,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,456.0,60,,,,,
2024-06-20,Krafttraining (Gewichtheben),Ausdauer,603.0,101,,,,,
2024-06-20,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3725,
2024-06-21,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,255.0,30,,,,,
2024-06-21,Krafttraining (Gewichtheben),Ausdauer,433.0,68,,,,,
2024-06-21,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4210,
2024-06-22,MFP iOS calorie adjustment,Ausdauer,10.0,1,,,,1210,
2024-06-23,"""Wandern, im Gelände""",Ausdauer,102.0,23,,,,,
2024-06-23,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1327,
2024-06-24,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,467.0,60,,,,,
2024-06-24,Krafttraining (Gewichtheben),Ausdauer,368.0,70,,,,,
2024-06-24,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,7449,
2024-06-25,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,480.0,60,,,,,
2024-06-25,Krafttraining (Gewichtheben),Ausdauer,638.0,93,,,,,
2024-06-25,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,8252,
2024-06-26,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,291.0,30,,,,,
2024-06-26,Krafttraining (Gewichtheben),Ausdauer,328.0,77,,,,,
2024-06-26,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3590,
2024-06-27,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,469.0,60,,,,,
2024-06-27,Krafttraining (Gewichtheben),Ausdauer,401.0,67,,,,,
2024-06-27,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4748,
2024-06-28,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,256.0,31,,,,,
2024-06-28,Krafttraining (Gewichtheben),Ausdauer,497.0,96,,,,,
2024-06-28,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1928,
2024-06-29,MFP iOS calorie adjustment,Ausdauer,32.0,1,,,,2714,
2024-06-30,MFP iOS calorie adjustment,Ausdauer,7.0,1,,,,612,
2024-07-01,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,446.0,60,,,,,
2024-07-01,Krafttraining (Gewichtheben),Ausdauer,439.0,75,,,,,
2024-07-01,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3676,
2024-07-02,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,444.0,60,,,,,
2024-07-02,Krafttraining (Gewichtheben),Ausdauer,310.0,54,,,,,
2024-07-03,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,448.0,60,,,,,
2024-07-03,Krafttraining (Gewichtheben),Ausdauer,538.0,99,,,,,
2024-07-04,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,412.0,56,,,,,
2024-07-04,Krafttraining (Gewichtheben),Ausdauer,382.0,85,,,,,
2024-07-05,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,404.0,55,,,,,
2024-07-05,Krafttraining (Gewichtheben),Ausdauer,363.0,70,,,,,
2024-07-08,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,427.0,60,,,,,
2024-07-08,Krafttraining (Gewichtheben),Ausdauer,401.0,64,,,,,
2024-07-19,Krafttraining (Gewichtheben),Ausdauer,423.0,64,,,,,
2024-07-20,Krafttraining (Gewichtheben),Ausdauer,573.0,84,,,,,
2024-07-21,Krafttraining (Gewichtheben),Ausdauer,549.0,69,,,,,
2024-07-22,Krafttraining (Gewichtheben),Ausdauer,468.0,82,,,,,
2024-07-23,"""Schwimmen, Freistil, leichte/mäßige Anstrengung""",Ausdauer,167.0,30,,,,,
2024-07-23,Krafttraining (Gewichtheben),Ausdauer,586.0,99,,,,,
2024-07-24,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,425.0,71,,,,,
2024-07-24,Krafttraining (Gewichtheben),Ausdauer,448.0,92,,,,,
2024-07-24,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,9428,
2024-07-25,"""Fahrradfahren,​ 16-​19 km/​h,​ langsam """,Ausdauer,427.0,64,,,,,
2024-07-25,Krafttraining (Gewichtheben),Ausdauer,417.0,74,,,,,
2024-07-25,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,10919,
2024-07-26,MFP iOS calorie adjustment,Ausdauer,30.0,1,,,,3776,
2024-07-27,Krafttraining (Gewichtheben),Ausdauer,298.0,47,,,,,
2024-07-27,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1756,
2024-07-28,MFP iOS calorie adjustment,Ausdauer,9.0,1,,,,756,
2024-07-29,Krafttraining (Gewichtheben),Ausdauer,485.0,84,,,,,
2024-07-29,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2989,
2024-07-30,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,438.0,60,,,,,
2024-07-30,Krafttraining (Gewichtheben),Ausdauer,438.0,77,,,,,
2024-07-30,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,8017,
2024-07-31,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,474.0,63,,,,,
2024-07-31,Krafttraining (Gewichtheben),Ausdauer,649.0,109,,,,,
2024-07-31,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2654,
2024-08-01,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,381.0,50,,,,,
2024-08-01,Krafttraining (Gewichtheben),Ausdauer,471.0,94,,,,,
2024-08-01,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2676,
2024-08-02,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,348.0,45,,,,,
2024-08-02,"""Schwimmen, Wassertreten, mäßig""",Ausdauer,27.0,3,,,,,
2024-08-02,Krafttraining (Gewichtheben),Ausdauer,429.0,70,,,,,
2024-08-03,Krafttraining (Gewichtheben),Ausdauer,520.0,84,,,,,
2024-08-05,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,448.0,60,,,,,
2024-08-05,Krafttraining (Gewichtheben),Ausdauer,377.0,78,,,,,
2024-08-06,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,270.0,32,,,,,
2024-08-06,Krafttraining (Gewichtheben),Ausdauer,435.0,81,,,,,
2024-08-10,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,381.0,50,,,,,
2024-08-10,Krafttraining (Gewichtheben),Ausdauer,503.0,80,,,,,
2024-08-11,"""Schwimmen, Wassertreten, mäßig""",Ausdauer,42.0,5,,,,,
2024-08-11,"""Schwimmen, Wassertreten, mäßig""",Ausdauer,102.0,17,,,,,
2024-08-12,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,287.0,31,,,,,
2024-08-12,Krafttraining (Gewichtheben),Ausdauer,489.0,86,,,,,
2024-08-13,"""Schwimmen, Wassertreten, mäßig""",Ausdauer,139.0,16,,,,,
2024-08-13,Krafttraining (Gewichtheben),Ausdauer,495.0,71,,,,,
2024-08-15,"""Wandern, im Gelände""",Ausdauer,1252.0,263,,,,,
2024-08-16,"""Wandern, im Gelände""",Ausdauer,376.0,88,,,,,
2024-08-17,"""Wandern, im Gelände""",Ausdauer,667.0,129,,,,,
2024-08-20,"""Wandern, im Gelände""",Ausdauer,1039.0,216,,,,,
2024-08-22,Krafttraining (Gewichtheben),Ausdauer,501.0,83,,,,,
2024-08-23,Krafttraining (Gewichtheben),Ausdauer,232.0,30,,,,,
2024-08-30,MFP iOS calorie adjustment,Ausdauer,67.0,1,,,,3463,
2024-08-31,MFP iOS calorie adjustment,Ausdauer,79.0,1,,,,4207,
2024-09-01,MFP iOS calorie adjustment,Ausdauer,70.0,1,,,,4399,
2024-09-02,Crosstrainer,Ausdauer,88.0,7,,,,,
2024-09-02,Krafttraining (Gewichtheben),Ausdauer,340.0,41,,,,,
2024-09-02,MFP iOS calorie adjustment,Ausdauer,3.0,1,,,,9105,
2024-09-03,Crosstrainer,Ausdauer,62.0,5,,,,,
2024-09-03,Krafttraining (Gewichtheben),Ausdauer,248.0,32,,,,,
2024-09-03,MFP iOS calorie adjustment,Ausdauer,127.0,1,,,,11692,
2024-09-04,Krafttraining (Gewichtheben),Ausdauer,489.0,69,,,,,
2024-09-04,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,10102,
2024-09-05,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,120.0,10,,,,,
2024-09-05,Krafttraining (Gewichtheben),Ausdauer,478.0,56,,,,,
2024-09-05,MFP iOS calorie adjustment,Ausdauer,38.0,1,,,,13186,
2024-09-06,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,317.0,31,,,,,
2024-09-06,Krafttraining (Gewichtheben),Ausdauer,685.0,81,,,,,
2024-09-06,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5562,
2024-09-07,Krafttraining (Gewichtheben),Ausdauer,488.0,79,,,,,
2024-09-07,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,7229,
2024-09-11,MFP iOS calorie adjustment,Ausdauer,5.0,1,,,,986,
2024-09-12,MFP iOS calorie adjustment,Ausdauer,68.0,1,,,,9896,
2024-09-13,MFP iOS calorie adjustment,Ausdauer,81.0,1,,,,6143,
2024-09-14,MFP iOS calorie adjustment,Ausdauer,210.0,1,,,,17275,
2024-09-15,MFP iOS calorie adjustment,Ausdauer,19.0,1,,,,2237,
2024-09-16,Krafttraining (Gewichtheben),Ausdauer,366.0,55,,,,,
2024-09-16,MFP iOS calorie adjustment,Ausdauer,36.0,1,,,,13850,
2024-09-17,Krafttraining (Gewichtheben),Ausdauer,505.0,63,,,,,
2024-09-17,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,11821,
2024-09-18,Krafttraining (Gewichtheben),Ausdauer,528.0,82,,,,,
2024-09-18,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,11724,
2024-09-19,Krafttraining (Gewichtheben),Ausdauer,432.0,66,,,,,
2024-09-19,MFP iOS calorie adjustment,Ausdauer,63.0,1,,,,16130,
2024-09-20,Krafttraining (Gewichtheben),Ausdauer,569.0,73,,,,,
2024-09-20,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,12280,
2024-09-21,Krafttraining (Gewichtheben),Ausdauer,561.0,84,,,,,
2024-09-21,MFP iOS calorie adjustment,Ausdauer,59.0,1,,,,16124,
2024-09-22,MFP iOS calorie adjustment,Ausdauer,138.0,1,,,,7642,
2024-09-23,Krafttraining (Gewichtheben),Ausdauer,471.0,65,,,,,
2024-09-23,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,7832,
2024-09-24,Krafttraining (Gewichtheben),Ausdauer,491.0,69,,,,,
2024-09-24,MFP iOS calorie adjustment,Ausdauer,12.0,1,,,,12181,
2024-09-25,Krafttraining (Gewichtheben),Ausdauer,556.0,84,,,,,
2024-09-25,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,6916,
2024-09-26,Krafttraining (Gewichtheben),Ausdauer,589.0,79,,,,,
2024-09-26,MFP iOS calorie adjustment,Ausdauer,1.0,1,,,,11532,
2024-09-27,Krafttraining (Gewichtheben),Ausdauer,503.0,64,,,,,
2024-10-01,Krafttraining (Gewichtheben),Ausdauer,393.0,56,,,,,
2024-10-04,Krafttraining (Gewichtheben),Ausdauer,491.0,71,,,,,
2024-10-05,Krafttraining (Gewichtheben),Ausdauer,519.0,71,,,,,
2024-10-06,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,443.0,95,,,,,
2024-10-07,Krafttraining (Gewichtheben),Ausdauer,521.0,94,,,,,
2024-10-08,Krafttraining (Gewichtheben),Ausdauer,488.0,81,,,,,
2024-10-09,Krafttraining (Gewichtheben),Ausdauer,408.0,52,,,,,
2024-10-10,Krafttraining (Gewichtheben),Ausdauer,559.0,91,,,,,
2024-10-10,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,6217,
2024-10-11,Krafttraining (Gewichtheben),Ausdauer,582.0,92,,,,,
2024-10-11,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3512,
2024-10-12,MFP iOS calorie adjustment,Ausdauer,10.0,1,,,,1291,
2024-10-13,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,330,
2024-10-14,Krafttraining (Gewichtheben),Ausdauer,566.0,93,,,,,
2024-10-14,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,7306,
2024-10-15,Krafttraining (Gewichtheben),Ausdauer,441.0,86,,,,,
2024-10-15,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,6980,
2024-10-16,Krafttraining (Gewichtheben),Ausdauer,432.0,71,,,,,
2024-10-16,MFP iOS calorie adjustment,Ausdauer,9.0,1,,,,9687,
2024-10-17,Krafttraining (Gewichtheben),Ausdauer,494.0,85,,,,,
2024-10-17,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3301,
2024-10-18,Krafttraining (Gewichtheben),Ausdauer,483.0,80,,,,,
2024-10-21,Krafttraining (Gewichtheben),Ausdauer,245.0,54,,,,,
2024-10-22,Krafttraining (Gewichtheben),Ausdauer,513.0,89,,,,,
2024-10-23,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,163.0,20,,,,,
2024-10-23,Krafttraining (Gewichtheben),Ausdauer,413.0,85,,,,,
2024-10-24,Krafttraining (Gewichtheben),Ausdauer,416.0,80,,,,,
2024-10-25,Krafttraining (Gewichtheben),Ausdauer,370.0,68,,,,,
2024-10-26,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,371.0,73,,,,,
2024-10-28,Krafttraining (Gewichtheben),Ausdauer,348.0,69,,,,,
2024-10-28,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,694,
2024-10-29,Krafttraining (Gewichtheben),Ausdauer,305.0,39,,,,,
2024-10-29,MFP iOS calorie adjustment,Ausdauer,50.0,1,,,,12201,
2024-10-30,MFP iOS calorie adjustment,Ausdauer,11.0,1,,,,1805,
2024-10-31,MFP iOS calorie adjustment,Ausdauer,107.0,1,,,,7021,
2024-11-01,MFP iOS calorie adjustment,Ausdauer,150.0,1,,,,8212,
