Datum,Training,Typ,Kalorien aus Training,Minuten für dieses Training,Serien,Wdh. pro Serie,Kilogramm,Schritte,export_headers.note
2025-04-16,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,232.0,30,,,,,
2025-04-16,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,35.0,5,,,,,
2025-04-16,Krafttraining (Gewichtheben),Ausdauer,100.0,47,,,,,
2025-04-16,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4305,
2025-04-17,MFP iOS calorie adjustment,Ausdauer,30.0,1,,,,2795,
2025-04-18,MFP iOS calorie adjustment,Ausdauer,12.0,1,,,,1173,
2025-04-19,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,232.0,30,,,,,
2025-04-19,Krafttraining (Gewichtheben),Ausdauer,368.0,69,,,,,
2025-04-19,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5353,
2025-04-20,MFP iOS calorie adjustment,Ausdauer,8.0,1,,,,1302,
2025-04-21,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,418.0,60,,,,,
2025-04-21,Krafttraining (Gewichtheben),Ausdauer,255.0,47,,,,,
2025-04-21,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2050,
2025-04-22,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,425.0,60,,,,,
2025-04-22,Krafttraining (Gewichtheben),Ausdauer,289.0,59,,,,,
2025-04-22,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3529,
2025-04-23,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,236.0,30,,,,,
2025-04-23,Krafttraining (Gewichtheben),Ausdauer,350.0,74,,,,,
2025-04-23,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,6445,
2025-04-24,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,266.0,36,,,,,
2025-04-24,Crosstrainer,Ausdauer,136.0,17,,,,,
2025-04-24,Krafttraining (Gewichtheben),Ausdauer,462.0,92,,,,,
2025-04-24,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4056,
2025-04-25,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,387.0,60,,,,,
2025-04-25,Krafttraining (Gewichtheben),Ausdauer,265.0,49,,,,,
2025-04-25,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2962,
2025-04-26,Krafttraining (Gewichtheben),Ausdauer,359.0,78,,,,,
2025-04-26,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,8557,
2025-04-27,MFP iOS calorie adjustment,Ausdauer,68.0,1,,,,4290,
2025-04-28,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,408.0,60,,,,,
2025-04-28,Krafttraining (Gewichtheben),Ausdauer,411.0,84,,,,,
2025-04-28,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4310,
2025-04-29,MFP iOS calorie adjustment,Ausdauer,6.0,1,,,,1018,
2025-04-30,MFP iOS calorie adjustment,Ausdauer,167.0,1,,,,15807,
2025-05-01,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,189.0,60,,,,,
2025-05-01,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,6722,
2025-05-02,MFP iOS calorie adjustment,Ausdauer,54.0,1,,,,6184,
2025-05-03,MFP iOS calorie adjustment,Ausdauer,97.0,1,,,,7423,
2025-05-04,MFP iOS calorie adjustment,Ausdauer,3.0,1,,,,241,
2025-05-05,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,409.0,60,,,,,
2025-05-05,Krafttraining (Gewichtheben),Ausdauer,344.0,66,,,,,
2025-05-05,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,14534,
2025-05-06,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,412.0,60,,,,,
2025-05-06,Krafttraining (Gewichtheben),Ausdauer,166.0,27,,,,,
2025-05-06,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5699,
2025-05-07,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,390.0,60,,,,,
2025-05-07,Krafttraining (Gewichtheben),Ausdauer,297.0,60,,,,,
2025-05-07,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,10416,
2025-05-08,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,399.0,61,,,,,
2025-05-08,Krafttraining (Gewichtheben),Ausdauer,324.0,65,,,,,
2025-05-08,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5945,
2025-05-09,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,423.0,61,,,,,
2025-05-09,Krafttraining (Gewichtheben),Ausdauer,172.0,25,,,,,
2025-05-09,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3138,
2025-05-10,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,378.0,60,,,,,
2025-05-10,Krafttraining (Gewichtheben),Ausdauer,355.0,80,,,,,
2025-05-10,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,7782,
2025-05-11,MFP iOS calorie adjustment,Ausdauer,5.0,1,,,,2106,
2025-05-12,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,392.0,60,,,,,
2025-05-12,Krafttraining (Gewichtheben),Ausdauer,427.0,80,,,,,
2025-05-12,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4971,
2025-05-13,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,382.0,60,,,,,
2025-05-13,Krafttraining (Gewichtheben),Ausdauer,213.0,36,,,,,
2025-05-13,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5092,
2025-05-14,MFP iOS calorie adjustment,Ausdauer,70.0,1,,,,5759,
2025-05-15,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,394.0,60,,,,,
2025-05-15,Krafttraining (Gewichtheben),Ausdauer,365.0,68,,,,,
2025-05-15,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5676,
2025-05-16,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,416.0,60,,,,,
2025-05-16,Krafttraining (Gewichtheben),Ausdauer,150.0,53,,,,,
2025-05-16,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5639,
2025-05-17,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,217.0,30,,,,,
2025-05-17,Krafttraining (Gewichtheben),Ausdauer,352.0,69,,,,,
2025-05-17,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,8535,
2025-05-18,MFP iOS calorie adjustment,Ausdauer,9.0,1,,,,694,
2025-05-19,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,394.0,60,,,,,
2025-05-19,Krafttraining (Gewichtheben),Ausdauer,378.0,76,,,,,
2025-05-19,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,7956,
2025-05-20,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,371.0,60,,,,,
2025-05-20,Krafttraining (Gewichtheben),Ausdauer,245.0,42,,,,,
2025-05-20,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,8092,
2025-05-21,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,372.0,60,,,,,
2025-05-21,Krafttraining (Gewichtheben),Ausdauer,291.0,60,,,,,
2025-05-21,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3798,
2025-05-22,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,378.0,60,,,,,
2025-05-22,Krafttraining (Gewichtheben),Ausdauer,382.0,71,,,,,
2025-05-22,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5250,
2025-05-23,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,355.0,60,,,,,
2025-05-23,Krafttraining (Gewichtheben),Ausdauer,387.0,81,,,,,
2025-05-23,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5045,
2025-05-24,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,386.0,61,,,,,
2025-05-24,Krafttraining (Gewichtheben),Ausdauer,309.0,68,,,,,
2025-05-24,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,6640,
2025-05-25,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,386.0,60,,,,,
2025-05-25,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2295,
2025-05-26,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,396.0,60,,,,,
2025-05-26,Krafttraining (Gewichtheben),Ausdauer,448.0,96,,,,,
2025-05-26,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5654,
2025-05-27,MFP iOS calorie adjustment,Ausdauer,5.0,1,,,,585,
2025-05-28,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,228.0,30,,,,,
2025-05-28,Krafttraining (Gewichtheben),Ausdauer,339.0,60,,,,,
2025-05-28,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,7373,
2025-05-29,MFP iOS calorie adjustment,Ausdauer,162.0,1,,,,10304,
2025-05-30,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,399.0,60,,,,,
2025-05-30,Krafttraining (Gewichtheben),Ausdauer,294.0,60,,,,,
2025-05-30,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4116,
2025-05-31,Crosstrainer,Ausdauer,421.0,60,,,,,
2025-05-31,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3872,
2025-06-01,MFP iOS calorie adjustment,Ausdauer,19.0,1,,,,1574,
2025-06-02,Crosstrainer,Ausdauer,402.0,60,,,,,
2025-06-02,Krafttraining (Gewichtheben),Ausdauer,491.0,105,,,,,
2025-06-02,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,6004,
2025-06-03,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,210.0,28,,,,,
2025-06-03,"""Wandern, im Gelände""",Ausdauer,184.0,33,,,,,
2025-06-03,Krafttraining (Gewichtheben),Ausdauer,190.0,33,,,,,
2025-06-03,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,6820,
2025-06-04,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,387.0,60,,,,,
2025-06-04,Krafttraining (Gewichtheben),Ausdauer,408.0,81,,,,,
2025-06-04,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,7125,
2025-06-05,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,254.0,39,,,,,
2025-06-05,Krafttraining (Gewichtheben),Ausdauer,481.0,98,,,,,
2025-06-05,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3266,
2025-06-06,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,309.0,45,,,,,
2025-06-06,Krafttraining (Gewichtheben),Ausdauer,416.0,89,,,,,
2025-06-06,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5262,
2025-06-07,Krafttraining (Gewichtheben),Ausdauer,314.0,63,,,,,
2025-06-07,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3834,
2025-06-08,MFP iOS calorie adjustment,Ausdauer,4.0,1,,,,641,
2025-06-09,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,413.0,60,,,,,
2025-06-09,Krafttraining (Gewichtheben),Ausdauer,349.0,55,,,,,
2025-06-09,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3066,
2025-06-10,MFP iOS calorie adjustment,Ausdauer,18.0,1,,,,2192,
2025-06-11,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,203.0,30,,,,,
2025-06-11,Krafttraining (Gewichtheben),Ausdauer,194.0,41,,,,,
2025-06-11,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2646,
2025-06-12,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,241.0,34,,,,,
2025-06-12,Krafttraining (Gewichtheben),Ausdauer,286.0,60,,,,,
2025-06-12,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3778,
2025-06-13,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,305.0,46,,,,,
2025-06-13,Krafttraining (Gewichtheben),Ausdauer,275.0,53,,,,,
2025-06-13,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2602,
2025-06-14,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,221.0,30,,,,,
2025-06-14,Krafttraining (Gewichtheben),Ausdauer,221.0,44,,,,,
2025-06-14,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,7185,
2025-06-15,Crosstrainer,Ausdauer,425.0,60,,,,,
2025-06-15,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1795,
2025-06-16,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,411.0,60,,,,,
2025-06-16,Krafttraining (Gewichtheben),Ausdauer,424.0,85,,,,,
2025-06-16,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5312,
2025-06-17,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,222.0,33,,,,,
2025-06-17,Krafttraining (Gewichtheben),Ausdauer,208.0,44,,,,,
2025-06-17,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4444,
2025-06-18,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,216.0,31,,,,,
2025-06-18,Krafttraining (Gewichtheben),Ausdauer,241.0,65,,,,,
2025-06-18,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,6078,
2025-06-19,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,226.0,32,,,,,
2025-06-19,Krafttraining (Gewichtheben),Ausdauer,150.0,73,,,,,
2025-06-19,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3416,
2025-06-20,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,209.0,30,,,,,
2025-06-20,Krafttraining (Gewichtheben),Ausdauer,256.0,60,,,,,
2025-06-20,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,7466,
2025-06-21,MFP iOS calorie adjustment,Ausdauer,1.0,1,,,,356,
2025-06-22,Crosstrainer,Ausdauer,365.0,60,,,,,
2025-06-22,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2451,
2025-06-23,MFP iOS calorie adjustment,Ausdauer,22.0,1,,,,3216,
2025-06-24,MFP iOS calorie adjustment,Ausdauer,33.0,1,,,,3933,
2025-06-25,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,130.0,20,,,,,
2025-06-25,Krafttraining (Gewichtheben),Ausdauer,194.0,53,,,,,
2025-06-25,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2370,
2025-06-26,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,33.0,5,,,,,
2025-06-26,Crosstrainer,Ausdauer,195.0,30,,,,,
2025-06-26,Krafttraining (Gewichtheben),Ausdauer,247.0,65,,,,,
2025-06-26,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4314,
2025-06-27,Crosstrainer,Ausdauer,178.0,28,,,,,
2025-06-27,Krafttraining (Gewichtheben),Ausdauer,217.0,53,,,,,
2025-06-27,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1497,
2025-06-28,MFP iOS calorie adjustment,Ausdauer,38.0,1,,,,3119,
2025-06-29,Crosstrainer,Ausdauer,185.0,30,,,,,
2025-06-29,Krafttraining (Gewichtheben),Ausdauer,177.0,45,,,,,
2025-06-29,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3182,
2025-06-30,Crosstrainer,Ausdauer,201.0,30,,,,,
2025-06-30,Krafttraining (Gewichtheben),Ausdauer,239.0,65,,,,,
2025-06-30,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4695,
2025-07-01,Crosstrainer,Ausdauer,109.0,15,,,,,
2025-07-01,Krafttraining (Gewichtheben),Ausdauer,205.0,48,,,,,
2025-07-01,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1613,
2025-07-02,Krafttraining (Gewichtheben),Ausdauer,176.0,43,,,,,
2025-07-02,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2604,
2025-07-03,Crosstrainer,Ausdauer,203.0,31,,,,,
2025-07-03,Krafttraining (Gewichtheben),Ausdauer,150.0,74,,,,,
2025-07-03,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1591,
2025-07-04,Krafttraining (Gewichtheben),Ausdauer,177.0,37,,,,,
2025-07-04,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1532,
2025-07-05,Krafttraining (Gewichtheben),Ausdauer,138.0,38,,,,,
2025-07-05,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2486,
2025-07-06,MFP iOS calorie adjustment,Ausdauer,8.0,1,,,,699,
2025-07-07,MFP iOS calorie adjustment,Ausdauer,6.0,1,,,,866,
2025-07-08,MFP iOS calorie adjustment,Ausdauer,6.0,1,,,,840,
2025-07-09,Krafttraining (Gewichtheben),Ausdauer,244.0,80,,,,,
2025-07-09,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2736,
2025-07-10,Crosstrainer,Ausdauer,195.0,30,,,,,
2025-07-10,Krafttraining (Gewichtheben),Ausdauer,195.0,57,,,,,
2025-07-10,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2700,
2025-07-17,MFP iOS calorie adjustment,Ausdauer,55.0,1,,,,5406,
2025-07-18,MFP iOS calorie adjustment,Ausdauer,5.0,1,,,,545,
2025-07-19,MFP iOS calorie adjustment,Ausdauer,5.0,1,,,,840,
2025-07-20,MFP iOS calorie adjustment,Ausdauer,28.0,1,,,,3856,
2025-07-21,MFP iOS calorie adjustment,Ausdauer,207.0,1,,,,14146,
2025-07-22,MFP iOS calorie adjustment,Ausdauer,43.0,1,,,,4207,
2025-07-23,MFP iOS calorie adjustment,Ausdauer,68.0,1,,,,5186,
2025-07-24,Crosstrainer,Ausdauer,194.0,24,,,,,
2025-07-24,Krafttraining (Gewichtheben),Ausdauer,342.0,71,,,,,
2025-07-24,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4058,
2025-07-25,Crosstrainer,Ausdauer,478.0,67,,,,,
2025-07-25,Krafttraining (Gewichtheben),Ausdauer,282.0,50,,,,,
2025-07-25,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3638,
2025-07-26,Crosstrainer,Ausdauer,289.0,44,,,,,
2025-07-26,Krafttraining (Gewichtheben),Ausdauer,188.0,38,,,,,
2025-07-26,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4861,
2025-07-27,Crosstrainer,Ausdauer,243.0,32,,,,,
2025-07-27,Krafttraining (Gewichtheben),Ausdauer,318.0,65,,,,,
2025-07-27,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1998,
2025-07-28,"""Wandern, im Gelände""",Ausdauer,9.0,5,,,,,
2025-07-28,Crosstrainer,Ausdauer,195.0,32,,,,,
2025-07-28,Krafttraining (Gewichtheben),Ausdauer,218.0,57,,,,,
2025-07-28,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5593,
2025-07-29,Crosstrainer,Ausdauer,125.0,19,,,,,
2025-07-29,Krafttraining (Gewichtheben),Ausdauer,158.0,39,,,,,
2025-07-29,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,7437,
2025-07-30,Crosstrainer,Ausdauer,192.0,30,,,,,
2025-07-30,Krafttraining (Gewichtheben),Ausdauer,300.0,70,,,,,
2025-07-30,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4785,
2025-07-31,Crosstrainer,Ausdauer,220.0,33,,,,,
2025-07-31,Krafttraining (Gewichtheben),Ausdauer,286.0,67,,,,,
2025-07-31,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4000,
2025-08-01,Crosstrainer,Ausdauer,198.0,30,,,,,
2025-08-01,Krafttraining (Gewichtheben),Ausdauer,202.0,47,,,,,
2025-08-01,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2684,
2025-08-02,Crosstrainer,Ausdauer,196.0,30,,,,,
2025-08-02,Krafttraining (Gewichtheben),Ausdauer,292.0,68,,,,,
2025-08-02,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1717,
2025-08-03,MFP iOS calorie adjustment,Ausdauer,1.0,1,,,,484,
2025-08-04,Crosstrainer,Ausdauer,182.0,29,,,,,
2025-08-04,Krafttraining (Gewichtheben),Ausdauer,198.0,50,,,,,
2025-08-04,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5332,
2025-08-05,MFP iOS calorie adjustment,Ausdauer,36.0,1,,,,3967,
2025-08-06,Krafttraining (Gewichtheben),Ausdauer,142.0,34,,,,,
2025-08-06,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3290,
2025-08-07,Krafttraining (Gewichtheben),Ausdauer,296.0,75,,,,,
2025-08-07,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2958,
2025-08-08,Crosstrainer,Ausdauer,68.0,10,,,,,
2025-08-08,Krafttraining (Gewichtheben),Ausdauer,273.0,63,,,,,
2025-08-08,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2321,
2025-08-09,MFP iOS calorie adjustment,Ausdauer,10.0,1,,,,1395,
2025-08-10,Krafttraining (Gewichtheben),Ausdauer,188.0,60,,,,,
2025-08-10,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2044,
2025-08-11,Krafttraining (Gewichtheben),Ausdauer,266.0,76,,,,,
2025-08-11,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3575,
2025-08-15,"""Wandern, im Gelände""",Ausdauer,353.0,88,,,,,
2025-08-16,MFP iOS calorie adjustment,Ausdauer,42.0,1,,,,4074,
2025-08-17,"""Wandern, im Gelände""",Ausdauer,299.0,73,,,,,
2025-08-17,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,8522,
2025-08-18,"""Wandern, im Gelände""",Ausdauer,634.0,179,,,,,
2025-08-18,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,15000,
2025-08-19,"""Wandern, im Gelände""",Ausdauer,329.0,82,,,,,
2025-08-19,MFP iOS calorie adjustment,Ausdauer,47.0,1,,,,15383,
2025-08-20,MFP iOS calorie adjustment,Ausdauer,19.0,1,,,,1411,
2025-08-21,MFP iOS calorie adjustment,Ausdauer,23.0,1,,,,1896,
2025-08-22,MFP iOS calorie adjustment,Ausdauer,55.0,1,,,,5300,
2025-08-23,MFP iOS calorie adjustment,Ausdauer,128.0,1,,,,9729,
2025-08-24,MFP iOS calorie adjustment,Ausdauer,2.0,1,,,,662,
2025-08-25,MFP iOS calorie adjustment,Ausdauer,17.0,1,,,,1905,
2025-08-26,Krafttraining (Gewichtheben),Ausdauer,383.0,80,,,,,
2025-08-26,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2636,
2025-08-27,Krafttraining (Gewichtheben),Ausdauer,248.0,64,,,,,
2025-08-27,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3449,
2025-08-28,Krafttraining (Gewichtheben),Ausdauer,224.0,55,,,,,
2025-08-28,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4060,
2025-08-29,Krafttraining (Gewichtheben),Ausdauer,261.0,66,,,,,
2025-08-29,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2619,
2025-08-30,MFP iOS calorie adjustment,Ausdauer,17.0,1,,,,2228,
2025-08-31,Krafttraining (Gewichtheben),Ausdauer,247.0,61,,,,,
2025-08-31,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2018,
2025-09-01,Krafttraining (Gewichtheben),Ausdauer,302.0,80,,,,,
2025-09-01,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2804,
2025-09-02,Krafttraining (Gewichtheben),Ausdauer,302.0,63,,,,,
2025-09-02,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5863,
2025-09-03,Krafttraining (Gewichtheben),Ausdauer,228.0,52,,,,,
2025-09-03,MFP iOS calorie adjustment,Ausdauer,20.0,1,,,,9712,
2025-09-04,Krafttraining (Gewichtheben),Ausdauer,303.0,72,,,,,
2025-09-04,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3876,
2025-09-05,Krafttraining (Gewichtheben),Ausdauer,316.0,80,,,,,
2025-09-05,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2710,
2025-09-06,Krafttraining (Gewichtheben),Ausdauer,244.0,53,,,,,
2025-09-06,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4425,
2025-09-07,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,271.0,81,,,,,
2025-09-07,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1065,
2025-09-08,Krafttraining (Gewichtheben),Ausdauer,352.0,77,,,,,
2025-09-08,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,8344,
2025-09-09,Krafttraining (Gewichtheben),Ausdauer,285.0,62,,,,,
2025-09-09,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1182,
2025-09-10,Krafttraining (Gewichtheben),Ausdauer,230.0,49,,,,,
2025-09-10,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2582,
2025-09-11,Krafttraining (Gewichtheben),Ausdauer,277.0,61,,,,,
2025-09-11,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5643,
2025-09-12,Krafttraining (Gewichtheben),Ausdauer,310.0,73,,,,,
2025-09-12,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2979,
2025-09-13,Krafttraining (Gewichtheben),Ausdauer,134.0,38,,,,,
2025-09-13,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5003,
2025-09-14,MFP iOS calorie adjustment,Ausdauer,5.0,1,,,,810,
2025-09-15,Krafttraining (Gewichtheben),Ausdauer,357.0,71,,,,,
2025-09-15,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4801,
2025-09-16,Crosstrainer,Ausdauer,215.0,30,,,,,
2025-09-16,Krafttraining (Gewichtheben),Ausdauer,332.0,77,,,,,
2025-09-16,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3965,
2025-09-17,MFP iOS calorie adjustment,Ausdauer,30.0,1,,,,3608,
2025-09-18,MFP iOS calorie adjustment,Ausdauer,7.0,1,,,,2552,
2025-09-19,MFP iOS calorie adjustment,Ausdauer,37.0,1,,,,3714,
2025-09-20,MFP iOS calorie adjustment,Ausdauer,81.0,1,,,,7013,
2025-09-21,MFP iOS calorie adjustment,Ausdauer,15.0,1,,,,1699,
2025-09-22,MFP iOS calorie adjustment,Ausdauer,18.0,1,,,,2423,
2025-09-23,MFP iOS calorie adjustment,Ausdauer,12.0,1,,,,1884,
2025-09-24,MFP iOS calorie adjustment,Ausdauer,36.0,1,,,,4357,
2025-09-25,MFP iOS calorie adjustment,Ausdauer,35.0,1,,,,4158,
2025-09-26,MFP iOS calorie adjustment,Ausdauer,27.0,1,,,,3092,
2025-09-27,MFP iOS calorie adjustment,Ausdauer,41.0,1,,,,3863,
2025-09-28,MFP iOS calorie adjustment,Ausdauer,2.0,1,,,,472,
2025-09-29,MFP iOS calorie adjustment,Ausdauer,30.0,1,,,,3633,
2025-09-30,MFP iOS calorie adjustment,Ausdauer,46.0,1,,,,5333,
2025-10-01,MFP iOS calorie adjustment,Ausdauer,17.0,1,,,,2162,
